Transaction_ID,Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products
1609659.0,66883.0,Brianna Oconnor,David47@gmail.com,9398168800.0,95471 Jerry Hollow Suite 034,Portsmouth,England,91253.0,UK,31.0,Female,Medium,Regular,6/21/2023,2023.0,June,13:09:58,1.0,364.8305669,364.8305669,Books,Random House,Non-Fiction,Average,Standard,Credit Card,Pending,2.0,Science
2846832.0,31930.0,Kristine Williams,Charles29@gmail.com,1822767586.0,60629 Jones Villages,Portsmouth,England,38173.0,UK,56.0,Female,Medium,Regular,1/2/2024,2024.0,January,0:00:47,10.0,161.879361,1618.79361,Grocery,Coca-Cola,Water,Bad,Standard,PayPal,Delivered,1.0,Bottled water
3217461.0,74671.0,Felicia Brown,Laura72@gmail.com,8869644441.0,381 Richard Plaza,Portsmouth,England,32061.0,UK,53.0,Female,Medium,Regular,5/7/2023,2023.0,May,18:49:35,9.0,350.8170158,3157.353142,Grocery,Nestle,Snacks,Excellent,Express,PayPal,Delivered,4.0,Fruit snacks
2401331.0,98300.0,Andrew Guzman,Eric76@gmail.com,2923044936.0,470 Rodriguez Estate Suite 564,Portsmouth,England,5259.0,UK,32.0,Female,High,Regular,11/18/2023,2023.0,November,23:41:05,6.0,297.7260391,1786.356235,Clothing,Adidas,T-shirt,Bad,Same-Day,Cash,Shipped,1.0,V-neck tee
4969987.0,64995.0,Justin Lara,Jacob26@gmail.com,2683281702.0,3577 Cole Stream Apt. 351,Portsmouth,England,9845.0,UK,43.0,Male,Medium,Regular,6/15/2023,2023.0,June,23:24:22,3.0,23.72390122,71.17170367,Books,Random House,Literature,Bad,Express,Credit Card,Pending,1.0,Drama
6681000.0,69939.0,Jessica Harrison,Anne45@gmail.com,2540232555.0,93806 Murphy Avenue Apt. 919,Portsmouth,England,84007.0,UK,69.0,Male,Low,Regular,7/1/2023,2023.0,July,11:12:02,10.0,14.72716425,147.2716425,Grocery,Pepsi,Water,Average,Same-Day,Debit Card,Shipped,2.0,Flavored water
2430572.0,71803.0,Alicia Knight,Jennifer1@gmail.com,6262218202.0,9856 Meyers Road Apt. 698,Portsmouth,England,91967.0,UK,19.0,Female,High,Regular,4/14/2023,2023.0,April,5:50:55,3.0,139.786855,419.3605651,Electronics,Apple,Tablet,Good,Express,Cash,Shipped,3.0,Samsung Galaxy Tab
7728099.0,78376.0,Ronald Chen,Nicole72@gmail.com,1796133281.0,6048 Charles Lake,Portsmouth,England,82975.0,UK,49.0,Male,Low,Regular,2/7/2024,2024.0,February,18:29:59,1.0,210.1379188,210.1379188,Grocery,Coca-Cola,Juice,Bad,Express,Credit Card,Shipped,1.0,Orange juice
3489336.0,40654.0,Sara Rogers,Jeff99@gmail.com,2687947826.0,6048 Charles Knoll Suite 755,Portsmouth,England,3035.0,UK,69.0,Male,Low,Regular,10/24/2023,2023.0,October,13:01:04,2.0,469.6596392,939.3192783,Home Decor,IKEA,Furniture,Average,Standard,Cash,Shipped,2.0,Bookshelf
6925572.0,42165.0,Daniel Hutchinson,Oscar54@gmail.com,9604443902.0,37402 Williams Stream Apt. 779,Portsmouth,England,29119.0,UK,46.0,Male,Low,Regular,3/21/2023,2023.0,March,11:51:41,6.0,420.8750298,2525.250179,Grocery,Nestle,Coffee,Average,Same-Day,PayPal,Processing,2.0,Affogato
8871554.0,63914.0,Joshua Noble,Diana25@gmail.com,5383491869.0,7467 Henry Port,Portsmouth,England,16385.0,UK,61.0,Male,High,Regular,8/6/2023,2023.0,August,5:13:31,4.0,200.2871282,801.1485128,Books,HarperCollins,Non-Fiction,Average,Standard,PayPal,Processing,2.0,Business
9476855.0,42410.0,Anthony Rodriguez,Paula49@gmail.com,3745118170.0,585 Malik Lodge Suite 186,Portsmouth,England,83903.0,UK,21.0,Female,Low,Regular,2/3/2024,2024.0,February,6:22:00,6.0,34.12426631,204.7455979,Books,Penguin Books,Non-Fiction,Average,Same-Day,PayPal,Processing,2.0,Self-help
9338306.0,48869.0,Ashley Watson,Christine23@gmail.com,3296155904.0,6088 Sandra Streets Suite 952,Portsmouth,England,38435.0,UK,41.0,Female,Low,Regular,5/31/2023,2023.0,May,9:15:44,8.0,436.6079091,3492.863273,Home Decor,Bed Bath & Beyond,Bathroom,Good,Standard,PayPal,Pending,3.0,Sink
9070447.0,99870.0,Timothy Benton,Thomas4@gmail.com,4754633123.0,424 Patton Parkways Apt. 545,Portsmouth,England,2916.0,UK,38.0,Male,Medium,Regular,2/27/2024,2024.0,February,13:51:11,2.0,285.2983297,570.5966593,Grocery,Coca-Cola,Juice,Bad,Same-Day,PayPal,Processing,1.0,Grape juice
9082305.0,47037.0,Mike Christensen,Olivia95@gmail.com,3605880512.0,753 Rachel Lodge Apt. 514,Portsmouth,England,92862.0,UK,59.0,Male,High,Regular,4/20/2023,2023.0,April,4:45:57,6.0,75.20993501,451.25961,Home Decor,Bed Bath & Beyond,Kitchen,Bad,Standard,Debit Card,Pending,1.0,Stove
4725198.0,28381.0,Kimberly Evans,Claire78@gmail.com,8215497648.0,2445 Clayton Spur,Portsmouth,England,30007.0,UK,20.0,Male,High,Regular,6/3/2023,2023.0,June,4:57:04,1.0,173.5707379,173.5707379,Electronics,Samsung,Smartphone,Good,Express,PayPal,Shipped,3.0,Huawei P
5230876.0,23097.0,Michael Cole,Rachel75@gmail.com,6487484685.0,0777 Rebecca Junctions Apt. 015,Portsmouth,England,14668.0,UK,67.0,Male,Low,Regular,1/7/2024,2024.0,January,17:33:45,5.0,471.482132,2357.41066,Electronics,Apple,Tablet,Bad,Same-Day,Credit Card,Shipped,1.0,Amazon Fire Tablet
2459574.0,42540.0,Robin Jackson,James3@gmail.com,4258351481.0,8306 Daniel Parkways Suite 768,Portsmouth,England,62300.0,UK,43.0,Male,Medium,Regular,4/22/2023,2023.0,April,9:17:29,8.0,333.8596639,2670.877311,Home Decor,Home Depot,Decorations,Excellent,Standard,Cash,Delivered,5.0,Curtains
2873384.0,55388.0,Yolanda Martin,Emily94@gmail.com,2450716315.0,62142 Karen Motorway Apt. 324,Portsmouth,England,63093.0,UK,50.0,Male,Medium,Regular,6/21/2023,2023.0,June,16:42:37,6.0,240.2281886,1441.369132,Grocery,Coca-Cola,Juice,Good,Standard,Cash,Pending,3.0,Pomegranate juice
3413296.0,98256.0,Steven Boyd,Sheryl18@gmail.com,5248581519.0,1719 Christina Heights Apt. 614,Portsmouth,England,43602.0,UK,26.0,Female,Low,Regular,2/6/2024,2024.0,February,1:59:20,3.0,159.8041933,479.4125799,Clothing,Adidas,Shoes,Good,Same-Day,Debit Card,Pending,3.0,Running shoes
6408692.0,90935.0,Raymond Avila,Christopher4@gmail.com,4298839653.0,374 Snyder Forges,Portsmouth,England,94428.0,UK,56.0,Female,Low,Regular,11/26/2023,2023.0,November,6:43:16,2.0,147.0982341,294.1964683,Books,HarperCollins,Thriller,Good,Standard,Debit Card,Processing,3.0,Political thriller
8973612.0,65701.0,Christopher Lopez,Derrick51@gmail.com,9286274243.0,57136 Martha Common Apt. 654,Portsmouth,England,11531.0,UK,66.0,Male,Medium,Regular,5/22/2023,2023.0,May,11:24:20,7.0,344.6791851,2412.754296,Home Decor,IKEA,Decorations,Excellent,Same-Day,Debit Card,Processing,5.0,Curtains
5404187.0,23713.0,Brent Gonzalez,Steven94@gmail.com,4886316564.0,881 Beth Branch,Portsmouth,England,55997.0,UK,31.0,Male,Low,Regular,6/29/2023,2023.0,June,11:35:43,4.0,243.6402763,974.5611052,Electronics,Samsung,Smartphone,Average,Express,Cash,Pending,2.0,Google Pixel
4208526.0,66911.0,Anne Dominguez,Christian61@gmail.com,9654611085.0,704 Steven Falls,Portsmouth,England,71994.0,UK,24.0,Female,Low,Regular,12/16/2023,2023.0,December,4:00:08,2.0,333.7044331,667.4088663,Grocery,Nestle,Chocolate,Excellent,Same-Day,Credit Card,Pending,4.0,Chocolate mousse
1505270.0,38517.0,Todd Jackson,Daniel66@gmail.com,6019608363.0,85473 Palmer Island Suite 041,Portsmouth,England,43394.0,UK,54.0,Male,Low,Regular,4/10/2023,2023.0,April,6:50:20,3.0,322.1477142,966.4431427,Home Decor,IKEA,Decorations,Good,Same-Day,PayPal,Delivered,4.0,Vases
8783109.0,65305.0,Jonathan Jenkins,Christina19@gmail.com,8524180606.0,890 Brooks Pine,Portsmouth,England,68300.0,UK,19.0,Male,High,Regular,12/12/2023,2023.0,December,17:48:31,5.0,195.551403,977.7570148,Clothing,Zara,Shirt,Good,Express,Credit Card,Pending,4.0,Henley shirt
4579663.0,31767.0,Brittany Ross,Lindsey16@gmail.com,3325233576.0,61440 Andrew Spurs,Portsmouth,England,15127.0,UK,28.0,Male,High,Regular,2/16/2024,2024.0,February,20:44:42,9.0,161.3873342,1452.486008,Books,Penguin Books,Children's,Excellent,Standard,Cash,Pending,4.0,Toys
5992046.0,30637.0,Mike Orozco,Kimberly48@gmail.com,8321157649.0,8887 Alexander Avenue Apt. 947,Portsmouth,England,79514.0,UK,34.0,Female,High,Regular,2/8/2024,2024.0,February,12:07:52,7.0,44.33018431,310.3112902,Grocery,Pepsi,Soft Drink,Good,Express,PayPal,Processing,4.0,Iced tea
2458233.0,96840.0,Susan Thomas,Bonnie80@gmail.com,9540868010.0,48415 Ferguson Passage,Portsmouth,England,85074.0,UK,65.0,Male,Low,Regular,10/29/2023,2023.0,October,13:43:05,8.0,28.82551058,230.6040847,Clothing,Adidas,Shoes,Excellent,Same-Day,Credit Card,Pending,4.0,Running shoes
2055036.0,25848.0,Emma Palmer,Lisa7@gmail.com,8200797318.0,416 Angel Manors,Portsmouth,England,42516.0,UK,40.0,Male,High,Regular,2/21/2024,2024.0,February,22:28:09,10.0,20.52853677,205.2853677,Grocery,Coca-Cola,Juice,Excellent,Same-Day,PayPal,Pending,4.0,Apple juice
4923734.0,91172.0,Amanda Decker,Heather92@gmail.com,8187509611.0,569 James Heights Suite 460,Portsmouth,England,89908.0,UK,64.0,Female,High,Regular,3/17/2023,2023.0,March,8:03:15,3.0,227.4255488,682.2766465,Books,Random House,Literature,Good,Same-Day,Debit Card,Pending,4.0,Drama
3902930.0,77572.0,Jose Spencer,Amber67@gmail.com,8282194753.0,02936 Roy Village,Portsmouth,England,98771.0,UK,68.0,Female,High,Regular,10/6/2023,2023.0,October,4:59:02,6.0,334.1656983,2004.99419,Electronics,Apple,Laptop,Bad,Same-Day,Debit Card,Shipped,1.0,Microsoft Surface Laptop
9885863.0,46361.0,Priscilla Wiggins,Patricia51@gmail.com,3936281494.0,0430 Moody Divide Suite 144,Portsmouth,England,35203.0,UK,46.0,Male,High,Regular,11/5/2023,2023.0,November,17:38:05,2.0,141.2143655,282.4287309,Home Decor,IKEA,Furniture,Excellent,Same-Day,PayPal,Processing,5.0,Desk
3239367.0,62464.0,Michele Johnson,Melissa70@gmail.com,1946509510.0,622 Diana Circle Suite 748,Portsmouth,England,15160.0,UK,58.0,Female,High,Regular,12/14/2023,2023.0,December,20:24:39,3.0,312.9765727,938.929718,Clothing,Zara,Dress,Average,Standard,Cash,Delivered,2.0,Bodycon dress
6047927.0,74096.0,Robert Warren,Hannah73@gmail.com,1223810454.0,489 Kerr Island,Portsmouth,England,12030.0,UK,36.0,Male,Low,Regular,6/19/2023,2023.0,June,11:40:40,1.0,399.7871224,399.7871224,Electronics,Sony,Headphones,Good,Express,Credit Card,Pending,4.0,Sports headphones
1089259.0,21399.0,Mario Smith,Joshua69@gmail.com,2206920632.0,192 Kimberly Shoals Apt. 984,Portsmouth,England,85340.0,UK,57.0,Male,High,Regular,3/16/2023,2023.0,March,1:42:10,7.0,315.6288671,2209.40207,Home Decor,IKEA,Lighting,Excellent,Express,Cash,Pending,5.0,Pendant lights
6353946.0,39757.0,Lauren Hayes,Haley88@gmail.com,5845365608.0,726 Eaton Squares,Portsmouth,England,58226.0,UK,27.0,Female,Medium,Regular,7/16/2023,2023.0,July,17:20:37,8.0,93.00421884,744.0337507,Home Decor,Home Depot,Decorations,Good,Same-Day,Credit Card,Processing,3.0,Clocks
8796466.0,90189.0,Maria Tucker,Amber14@gmail.com,1967923713.0,34455 Foster Coves,Portsmouth,England,44399.0,UK,35.0,Female,Medium,Regular,4/19/2023,2023.0,April,2:13:39,7.0,346.7195926,2427.037148,Home Decor,Bed Bath & Beyond,Bedding,Bad,Standard,Credit Card,Delivered,1.0,Comforter
2545225.0,86575.0,Derek Green,Sara74@gmail.com,8380306730.0,33744 April Lock,Portsmouth,England,14086.0,UK,57.0,Female,Medium,Regular,9/10/2023,2023.0,September,19:22:43,6.0,106.506742,639.040452,Clothing,Adidas,Jacket,Average,Standard,Credit Card,Pending,2.0,Peacoat
9051490.0,19303.0,Rachel Hobbs,Daniel23@gmail.com,4797743217.0,02019 Meyers Ranch Apt. 226,Portsmouth,England,30346.0,UK,36.0,Male,Low,Regular,3/15/2023,2023.0,March,1:07:58,2.0,230.8758523,461.7517047,Home Decor,Home Depot,Furniture,Bad,Standard,PayPal,Processing,1.0,Bed
4580441.0,12911.0,Chelsea Cummings,Daniel55@gmail.com,9050662623.0,336 Sara Run,Portsmouth,England,27283.0,UK,69.0,Male,High,Regular,11/11/2023,2023.0,November,15:38:31,3.0,394.6062656,1183.818797,Grocery,Nestle,Chocolate,Excellent,Express,PayPal,Processing,5.0,White chocolate
9786592.0,71257.0,Bryan Edwards,Gregory3@gmail.com,8840187601.0,816 Annette Shoals Suite 901,Portsmouth,England,94747.0,UK,59.0,Male,High,Regular,7/25/2023,2023.0,July,20:29:30,2.0,281.6001693,563.2003387,Electronics,Samsung,Television,Average,Standard,PayPal,Delivered,2.0,Android TV
6315151.0,75456.0,Christopher Burgess,Tonya57@gmail.com,7162191577.0,707 Michael View,Portsmouth,England,87547.0,UK,38.0,Female,High,Regular,10/3/2023,2023.0,October,4:34:26,4.0,303.7898645,1215.159458,Electronics,Sony,Headphones,Bad,Express,Cash,Delivered,1.0,Studio headphones
6857160.0,50574.0,James Church,Andrew57@gmail.com,8003867018.0,7645 Stewart Mountains,Portsmouth,England,52548.0,UK,46.0,Male,Low,Regular,10/17/2023,2023.0,October,6:40:06,4.0,129.7569724,519.0278895,Clothing,Nike,Shoes,Bad,Same-Day,Debit Card,Shipped,1.0,Sneakers
8523222.0,81200.0,Tony Moon,Brandon73@gmail.com,2088509822.0,28526 Sanders Spurs,Portsmouth,England,15193.0,UK,24.0,Male,Medium,Regular,6/27/2023,2023.0,June,11:30:53,4.0,257.5869724,1030.34789,Electronics,Sony,Headphones,Good,Same-Day,Cash,Processing,4.0,Studio headphones
6921233.0,21381.0,Stanley Quinn,April67@gmail.com,5514223595.0,0517 Bernard Forges,Portsmouth,England,36935.0,UK,67.0,Male,Medium,Regular,11/26/2023,2023.0,November,16:09:33,10.0,387.5534458,3875.534458,Home Decor,Home Depot,Decorations,Average,Same-Day,Debit Card,Shipped,2.0,Sculptures
9658399.0,71121.0,Heather Sloan,Taylor13@gmail.com,6417356036.0,55047 Ashley Common Apt. 748,Portsmouth,England,60085.0,UK,54.0,Female,High,Regular,2/18/2024,2024.0,February,11:46:09,10.0,97.99678856,979.9678856,Grocery,Pepsi,Soft Drink,Bad,Same-Day,Cash,Shipped,1.0,Cream soda
3121715.0,64722.0,Richard Morales,Elizabeth40@gmail.com,3731576483.0,55900 Cassandra Hollow,Portsmouth,England,56647.0,UK,68.0,Male,Medium,Regular,2/22/2024,2024.0,February,19:13:49,9.0,291.8812732,2626.931459,Books,Random House,Literature,Average,Express,Credit Card,Shipped,2.0,Drama
4021565.0,59819.0,Christina Snow,Wendy95@gmail.com,1467710063.0,01292 Austin Valleys,Portsmouth,England,28089.0,UK,29.0,Male,Medium,Regular,10/8/2023,2023.0,October,5:45:56,9.0,474.8269416,4273.442474,Books,Random House,Non-Fiction,Average,Standard,PayPal,Shipped,2.0,History
4058513.0,57742.0,Lisa Tyler,John63@gmail.com,8205826469.0,4289 Reed Shoal Suite 250,Portsmouth,England,27018.0,UK,26.0,Male,Low,Regular,10/11/2023,2023.0,October,7:56:37,9.0,93.0621505,837.5593545,Home Decor,Bed Bath & Beyond,Kitchen,Average,Same-Day,Cash,Delivered,2.0,Stove
8670923.0,80071.0,Patricia Reese,Stephanie24@gmail.com,7797823025.0,2246 Lindsey Plains,Portsmouth,England,17549.0,UK,41.0,Female,Low,Regular,9/17/2023,2023.0,September,1:25:11,6.0,71.19155079,427.1493047,Home Decor,Home Depot,Tools,Average,Standard,Debit Card,Pending,2.0,Pliers
4427458.0,97683.0,Dr. Chad Lindsey,Kelsey82@gmail.com,6566997489.0,21033 Derrick Motorway,Portsmouth,England,57256.0,UK,31.0,Female,Low,Regular,11/4/2023,2023.0,November,14:44:24,3.0,85.15693246,255.4707974,Clothing,Nike,Shoes,Average,Same-Day,Cash,Delivered,2.0,Oxfords
5532127.0,51980.0,Victoria Short,Jessica97@gmail.com,7387148594.0,461 Jefferson Avenue Suite 363,Portsmouth,England,26528.0,UK,34.0,Female,High,Regular,6/20/2023,2023.0,June,0:17:23,9.0,306.5457321,2758.911589,Books,Random House,Literature,Average,Standard,Cash,Shipped,2.0,Short stories
6761027.0,11397.0,Tracy Baxter,Richard53@gmail.com,2810644301.0,88150 Brittany Stravenue,Portsmouth,England,49782.0,UK,29.0,Female,Low,Regular,8/31/2023,2023.0,August,0:34:27,2.0,405.4487158,810.8974316,Home Decor,Home Depot,Furniture,Good,Standard,PayPal,Processing,4.0,Dining table
9202969.0,35966.0,Jennifer Wright,Michael69@gmail.com,4332303526.0,9729 Krista Highway,Portsmouth,England,41418.0,UK,69.0,Male,Low,Regular,2/20/2024,2024.0,February,7:34:49,4.0,187.0926026,748.3704105,Books,HarperCollins,Non-Fiction,Bad,Express,Cash,Delivered,1.0,Cooking
5161746.0,95925.0,Jesus Cole,Margaret59@gmail.com,5224669316.0,100 Jasmine Summit Apt. 567,Portsmouth,England,56239.0,UK,58.0,Male,Medium,Regular,3/12/2023,2023.0,March,8:31:15,10.0,313.4881143,3134.881143,Electronics,Sony,Headphones,Average,Same-Day,Credit Card,Processing,2.0,Sports headphones
4154386.0,56726.0,Scott Sampson II,Zachary50@gmail.com,2852994101.0,898 Waters Cliff,Portsmouth,England,50405.0,UK,38.0,Male,Medium,Regular,7/23/2023,2023.0,July,19:14:52,4.0,148.7134709,594.8538835,Home Decor,IKEA,Decorations,Good,Same-Day,PayPal,Pending,3.0,Wall art
7509621.0,87729.0,Karen Short,Dominique52@gmail.com,6706684033.0,751 Larry Greens,Portsmouth,England,70189.0,UK,25.0,Female,Medium,Regular,12/12/2023,2023.0,December,3:55:19,4.0,245.1867334,980.7469337,Clothing,Zara,Shirt,Good,Standard,Credit Card,Delivered,4.0,Dress shirt
7734668.0,49952.0,Joseph Pearson,Brianna8@gmail.com,4766173039.0,9460 Kimberly Vista,Portsmouth,England,64919.0,UK,26.0,Female,Medium,Regular,5/6/2023,2023.0,May,3:42:45,10.0,59.2618184,592.618184,Books,Random House,Non-Fiction,Bad,Same-Day,Debit Card,Pending,1.0,Memoir
9845803.0,79052.0,Richard Hodge,Melissa21@gmail.com,3805088849.0,41769 Brandt Vista,Portsmouth,England,95213.0,UK,57.0,Female,High,Regular,11/14/2023,2023.0,November,18:12:57,7.0,139.8812925,979.1690474,Grocery,Coca-Cola,Soft Drink,Excellent,Standard,Cash,Shipped,4.0,Cream soda
9634627.0,90837.0,Charles Rogers,Anthony26@gmail.com,2188816563.0,49972 Melissa Forges Suite 616,Portsmouth,England,37307.0,UK,70.0,Male,Low,Regular,2/6/2024,2024.0,February,5:31:02,8.0,436.749375,3493.995,Electronics,Samsung,Tablet,Average,Express,PayPal,Delivered,2.0,Amazon Fire Tablet
9534452.0,20500.0,Matthew Hicks,Kara43@gmail.com,1568421682.0,51720 Rachael Spurs Suite 283,Portsmouth,England,94447.0,UK,61.0,Female,Medium,Regular,6/6/2023,2023.0,June,8:43:39,4.0,201.9537348,807.8149392,Clothing,Zara,Dress,Average,Standard,PayPal,Processing,2.0,Maxi dress
6126111.0,63629.0,Mary Lawson,Kelly99@gmail.com,2830391284.0,63515 Ross Corner Apt. 945,Portsmouth,England,41990.0,UK,37.0,Female,Low,Regular,3/23/2023,2023.0,March,11:59:32,9.0,202.6093011,1823.48371,Electronics,Apple,Laptop,Bad,Same-Day,Credit Card,Shipped,1.0,LG Gram
9510333.0,71053.0,Suzanne Thompson,Erica91@gmail.com,5138785707.0,35786 Bolton Tunnel Suite 882,Portsmouth,England,31948.0,UK,34.0,Female,Medium,Regular,4/8/2023,2023.0,April,9:21:09,7.0,405.9901115,2841.930781,Home Decor,Bed Bath & Beyond,Kitchen,Excellent,Express,Cash,Processing,5.0,Dishwasher
7478681.0,73823.0,Sarah Chase,Amber47@gmail.com,9335433668.0,324 Jason Station Apt. 372,Portsmouth,England,33334.0,UK,19.0,Female,Medium,Regular,11/23/2023,2023.0,November,22:16:03,1.0,249.6148342,249.6148342,Grocery,Pepsi,Juice,Excellent,Same-Day,Credit Card,Delivered,5.0,Cranberry juice
5696111.0,28956.0,Christopher Adams,Jason63@gmail.com,4427078263.0,905 Kathryn Unions Apt. 574,Portsmouth,England,39446.0,UK,43.0,Female,Low,Regular,8/18/2023,2023.0,August,1:30:01,3.0,413.762511,1241.287533,Books,HarperCollins,Thriller,Good,Express,Debit Card,Delivered,4.0,Crime
4419654.0,21444.0,Robert Perez,Robert89@gmail.com,8214017258.0,01641 Williams Mountains Apt. 425,Portsmouth,England,42579.0,UK,30.0,Male,Medium,Regular,10/30/2023,2023.0,October,18:07:26,4.0,312.4280564,1249.712226,Home Decor,Bed Bath & Beyond,Bedding,Bad,Express,Debit Card,Shipped,1.0,Pillowcase set
4440264.0,68648.0,Dennis Johnson,Tom90@gmail.com,3891012895.0,37733 John Loop Suite 389,Portsmouth,England,56650.0,UK,35.0,Male,Low,Regular,3/4/2023,2023.0,March,8:10:02,6.0,37.40545462,224.4327277,Home Decor,Bed Bath & Beyond,Bathroom,Average,Same-Day,Credit Card,Processing,2.0,Shower curtain
9711181.0,50100.0,Penny Harris,Sarah100@gmail.com,9213637832.0,1800 Shannon Highway,Portsmouth,England,44803.0,UK,54.0,Female,Low,Regular,1/13/2024,2024.0,January,16:41:07,3.0,279.5816873,838.7450619,Electronics,Sony,Smartphone,Good,Same-Day,PayPal,Processing,4.0,Samsung Galaxy
7757654.0,65961.0,Erik Medina,Amanda64@gmail.com,8035994598.0,591 Adam Haven Suite 318,Portsmouth,England,2493.0,UK,39.0,Male,High,Regular,7/22/2023,2023.0,July,10:36:45,8.0,51.51626766,412.1301413,Electronics,Sony,Television,Average,Standard,PayPal,Processing,2.0,Curved TV
3381958.0,70067.0,Ashley Adams,Danielle47@gmail.com,8168167767.0,471 Graham Islands Suite 333,Portsmouth,England,82213.0,UK,56.0,Male,High,Regular,7/19/2023,2023.0,July,9:22:55,8.0,364.5142093,2916.113675,Electronics,Sony,Headphones,Average,Express,Cash,Processing,2.0,DJ headphones
5961798.0,31581.0,Meredith James,Shannon57@gmail.com,3951850656.0,1800 Singh Centers Apt. 560,Portsmouth,England,75941.0,UK,25.0,Female,Low,Regular,3/2/2023,2023.0,March,0:04:24,6.0,72.86168263,437.1700958,Clothing,Zara,Shirt,Good,Same-Day,Debit Card,Processing,3.0,Button-down shirt
8164996.0,12604.0,Derek Patrick,Lori70@gmail.com,2817666105.0,0851 Frazier Isle,Portsmouth,England,56265.0,UK,47.0,Male,Low,Regular,12/6/2023,2023.0,December,11:08:06,6.0,159.7195966,958.3175796,Grocery,Coca-Cola,Water,Average,Standard,Debit Card,Pending,2.0,Purified water
